REPORT_DATE;LOAD_TYPE;LOAD_WEIGHT;DROPOFF_SITE;ROUTE_TYPE;ROUTE_NUMBER;LOAD_ID
2020-02-19;DEAD ANIMAL;240;TDS LANDFILL;DEAD ANIMAL;DA01;862053
2020-02-19;GARBAGE COLLECTIONS;17380;TDS LANDFILL;GARBAGE COLLECTION;PAW04;861988
2020-02-19;RECYCLING - SINGLE STREAM;12860;BALCONES RECYCLING;RECYCLING - SINGLE STREAM;RWAU25;862179
2020-02-19;GARBAGE COLLECTIONS;12400;TDS LANDFILL;GARBAGE COLLECTION;PAW85;862242
2020-02-19;RECYCLING - SINGLE STREAM;11180;BALCONES RECYCLING;RECYCLING - SINGLE STREAM;RWAU24;862173
2020-02-19;GARBAGE COLLECTIONS;13060;TDS LANDFILL;GARBAGE COLLECTION;PAW83;862239
2020-02-19;RECYCLING - SINGLE STREAM;8780;BALCONES RECYCLING;RECYCLING - SINGLE STREAM;RWAU11;862151
2020-02-19;GARBAGE COLLECTIONS;19060;TDS LANDFILL;GARBAGE COLLECTION;PAW80;862236
2020-02-19;RECYCLING - SINGLE STREAM;11460;BALCONES RECYCLING;RECYCLING - SINGLE STREAM;RWAU12;862210
2020-02-19;RECYCLING - SINGLE STREAM;12900;BALCONES RECYCLING;RECYCLING - SINGLE STREAM;RWAS34;862206
2020-02-19;GARBAGE COLLECTIONS;13380;TDS LANDFILL;GARBAGE COLLECTION;PAW82;862240
2020-02-19;RECYCLING - SINGLE STREAM;12440;BALCONES RECYCLING;RECYCLING - SINGLE STREAM;RWAU12;862213
2020-02-19;RECYCLING - SINGLE STREAM;5560;BALCONES RECYCLING;RECYCLING - SINGLE STREAM;RWAU11;862152
2020-02-19;RECYCLING - SINGLE STREAM;10420;BALCONES RECYCLING;RECYCLING - SINGLE STREAM;RWAU23;862171
2020-02-19;RECYCLING - SINGLE STREAM;22360;BALCONES RECYCLING;RECYCLING - SINGLE STREAM;RWAS33;862203
2020-02-19;RECYCLING - SINGLE STREAM;12440;BALCONES RECYCLING;RECYCLING - SINGLE STREAM;RWAU20;862160
2020-02-19;GARBAGE COLLECTIONS;3460;TDS LANDFILL;GARBAGE COLLECTION;PAW87;862244
2020-02-19;GARBAGE COLLECTIONS;36800;TDS LANDFILL;GARBAGE COLLECTION;PAW85;862243
2020-02-19;GARBAGE COLLECTIONS;16940;TDS LANDFILL;GARBAGE COLLECTION;PAW81;862238
2020-02-19;RECYCLING - SINGLE STREAM;11140;BALCONES RECYCLING;RECYCLING - SINGLE STREAM;RWAU14;862220
2020-02-19;RECYCLING - SINGLE STREAM;8860;BALCONES RECYCLING;RECYCLING - SINGLE STREAM;RWAU24;862174
2020-02-19;RECYCLING - SINGLE STREAM;12340;BALCONES RECYCLING;RECYCLING - SINGLE STREAM;RWAU22;862166
2020-02-19;RECYCLING - SINGLE STREAM;10560;BALCONES RECYCLING;RECYCLING - SINGLE STREAM;RWAU22;862167
2020-02-19;RECYCLING - SINGLE STREAM;6440;BALCONES RECYCLING;RECYCLING - SINGLE STREAM;RWAU12;862211
2020-02-19;RECYCLING - SINGLE STREAM;15550;BALCONES RECYCLING;RECYCLING - SINGLE STREAM;RWAS35;862207
2020-02-19;GARBAGE COLLECTIONS;15520;TDS LANDFILL;GARBAGE COLLECTION;PAW82;862241
2020-02-19;RECYCLING - SINGLE STREAM;7900;BALCONES RECYCLING;RECYCLING - SINGLE STREAM;RWAS34;862205
2020-02-19;GARBAGE COLLECTIONS;15080;TDS LANDFILL;GARBAGE COLLECTION;PAW81;862237
2020-02-19;RECYCLING - SINGLE STREAM;6540;BALCONES RECYCLING;RECYCLING - SINGLE STREAM;RWAU14;862221
2020-02-19;RECYCLING - SINGLE STREAM;16160;BALCONES RECYCLING;RECYCLING - SINGLE STREAM;RWAS34;862204
2020-02-19;RECYCLING - SINGLE STREAM;11700;BALCONES RECYCLING;RECYCLING - SINGLE STREAM;RWAU13;862217
2020-02-19;GARBAGE COLLECTIONS;10780;TDS LANDFILL;GARBAGE COLLECTION;PAW80;862235
2020-02-19;RECYCLING - SINGLE STREAM;13960;BALCONES RECYCLING;RECYCLING - SINGLE STREAM;RWAU23;862169
2020-02-19;RECYCLING - SINGLE STREAM;9760;BALCONES RECYCLING;RECYCLING - SINGLE STREAM;RWAU25;862178
2020-02-19;RECYCLING - SINGLE STREAM;13220;BALCONES RECYCLING;RECYCLING - SINGLE STREAM;RWAS35;862208
2020-02-19;RECYCLING - SINGLE STREAM;6640;BALCONES RECYCLING;RECYCLING - SINGLE STREAM;RWAU13;862219
2020-02-19;RECYCLING - SINGLE STREAM;2680;BALCONES RECYCLING;RECYCLING - SINGLE STREAM;RWAU12;862215
2020-02-18;BULK;11720;TDS LANDFILL;BULK;BU02;861818
2020-02-18;ORGANICS;15640;ORGANICS BY GOSH;YARD TRIMMINGS-ORGANICS;OT24;861742
2020-02-18;ORGANICS;7160;ORGANICS BY GOSH;YARD TRIMMINGS-ORGANICS;OT25;861744
2020-02-18;BRUSH;7200;HORNSBY BEND;BRUSH;BR18;861753
2020-02-18;YARD TRIMMING;4600;HORNSBY BEND;YARD TRIMMINGS;YT02;861731
2020-02-18;ORGANICS;11860;ORGANICS BY GOSH;YARD TRIMMINGS-ORGANICS;OT21;861738
2020-02-18;BRUSH;2820;HORNSBY BEND;BRUSH;BR18;861757
2020-02-18;BRUSH;8340;HORNSBY BEND;BRUSH;BR18;861750
2020-02-18;ORGANICS;5580;ORGANICS BY GOSH;YARD TRIMMINGS-ORGANICS;OBT99;861746
2020-02-18;ORGANICS;11380;ORGANICS BY GOSH;YARD TRIMMINGS-ORGANICS;OT23;861741
2020-02-18;GARBAGE COLLECTIONS;15540;TDS LANDFILL;GARBAGE COLLECTION;PT42;861729
2020-02-18;GARBAGE COLLECTIONS;16360;TDS LANDFILL;GARBAGE COLLECTION;PAT80;861759
2020-02-18;BRUSH;6040;HORNSBY BEND;BRUSH;BR18;861754
2020-02-18;BRUSH;6120;HORNSBY BEND;BRUSH;BR18;861756
2020-02-18;ORGANICS;9640;ORGANICS BY GOSH;YARD TRIMMINGS-ORGANICS;OT20;861734
2020-02-18;ORGANICS;9740;ORGANICS BY GOSH;YARD TRIMMINGS-ORGANICS;OT22;861740
2020-02-18;GARBAGE COLLECTIONS;8520;TDS LANDFILL;GARBAGE COLLECTION;PT42;861730
2020-02-18;BRUSH;9560;HORNSBY BEND;BRUSH;BR18;861751
2020-02-18;BRUSH;4740;HORNSBY BEND;BRUSH;BR18;861752
2020-02-18;YARD TRIMMING;6520;HORNSBY BEND;YARD TRIMMINGS;YT01;861732
2020-02-18;GARBAGE COLLECTIONS;13980;TDS LANDFILL;GARBAGE COLLECTION;PT40;861727
2020-02-18;BRUSH;7040;HORNSBY BEND;BRUSH;BR18;861755
2020-02-18;GARBAGE COLLECTIONS;17540;TDS LANDFILL;GARBAGE COLLECTION;PT41;861728
2020-02-18;BRUSH;8140;HORNSBY BEND;BRUSH;BR18;861749
2020-02-18;RECYCLING - SINGLE STREAM;2440;TDS - MRF;RECYCLING - SINGLE STREAM;RTAU53;861878
2020-02-18;BULK;3760;TDS LANDFILL;BULK;BU02;861803
2020-02-18;BULK;13860;TDS LANDFILL;BULK;BU02;861827
2020-02-18;BULK;3860;TDS LANDFILL;BULK;BU02;861837
2020-02-18;GARBAGE COLLECTIONS;23560;TDS LANDFILL;GARBAGE COLLECTION;PAT82;861766
2020-02-18;BULK;11780;TDS LANDFILL;BULK;BU02;861807
2020-02-18;ORGANICS;8960;ORGANICS BY GOSH;YARD TRIMMINGS-ORGANICS;OT15;861845
2020-02-18;GARBAGE COLLECTIONS;25660;TDS LANDFILL;GARBAGE COLLECTION;PAT04;861778
2020-02-18;ORGANICS;3400;ORGANICS BY GOSH;YARD TRIMMINGS-ORGANICS;OBT00;861826
2020-02-18;RECYCLING - SINGLE STREAM;6120;TDS - MRF;RECYCLING - SINGLE STREAM;RTAU12;861769
2020-02-18;GARBAGE COLLECTIONS;11300;TDS LANDFILL;GARBAGE COLLECTION;PT21;861791
2020-02-18;RECYCLING - SINGLE STREAM;10760;TDS - MRF;RECYCLING - SINGLE STREAM;RTAU11;861764
2020-02-18;GARBAGE COLLECTIONS;25420;TDS LANDFILL;GARBAGE COLLECTION;PAT73;861871
2020-02-18;ORGANICS;14340;ORGANICS BY GOSH;YARD TRIMMINGS-ORGANICS;OT4;861790
2020-02-18;ORGANICS;5780;ORGANICS BY GOSH;YARD TRIMMINGS-ORGANICS;OBT00;861829
2020-02-18;GARBAGE COLLECTIONS;20980;TDS LANDFILL;GARBAGE COLLECTION;PAT51;861877
2020-02-18;GARBAGE COLLECTIONS;23820;TDS LANDFILL;GARBAGE COLLECTION;PAT02;861767
2020-02-18;ORGANICS;8060;ORGANICS BY GOSH;YARD TRIMMINGS-ORGANICS;OBT00;861833
2020-02-18;RECYCLING - SINGLE STREAM;14140;TDS - MRF;RECYCLING - SINGLE STREAM;RTAU13;861771
2020-02-18;GARBAGE COLLECTIONS;2740;TDS LANDFILL;GARBAGE COLLECTION;PT24;861800
2020-02-18;ORGANICS;7380;ORGANICS BY GOSH;YARD TRIMMINGS-ORGANICS;OT5;861796
2020-02-18;GARBAGE COLLECTIONS;9660;TDS LANDFILL;GARBAGE COLLECTION;PT20;861785
2020-02-18;GARBAGE COLLECTIONS;15740;TDS LANDFILL;GARBAGE COLLECTION;PAT10;861782
2020-02-18;BULK;4640;TDS LANDFILL;BULK;BU02;861813
2020-02-18;BRUSH;6900;HORNSBY BEND;BRUSH;BR18;861758
2020-02-18;ORGANICS;9960;ORGANICS BY GOSH;YARD TRIMMINGS-ORGANICS;OT1;861777
2020-02-18;RECYCLING - SINGLE STREAM;13740;TDS - MRF;RECYCLING - SINGLE STREAM;RTAU13;861773
2020-02-18;ORGANICS;9680;ORGANICS BY GOSH;YARD TRIMMINGS-ORGANICS;OT17;861847
2020-02-18;BULK;6220;TDS LANDFILL;BULK;BU02;861784
2020-02-18;GARBAGE COLLECTIONS;22520;TDS LANDFILL;GARBAGE COLLECTION;PAT71;861869
2020-02-18;TIRES;320;MRF;ON CALL BULK;OCPBU09;861840
2020-02-18;RECYCLING - SINGLE STREAM;3520;TDS - MRF;RECYCLING - SINGLE STREAM;RTAU50;861860
2020-02-18;RECYCLING - SINGLE STREAM;11640;TDS - MRF;RECYCLING - SINGLE STREAM;RTAU52;861863
2020-02-18;ORGANICS;6920;ORGANICS BY GOSH;YARD TRIMMINGS-ORGANICS;OT8;861815
2020-02-18;GARBAGE COLLECTIONS;6040;TDS LANDFILL;GARBAGE COLLECTION;PAT59;861882
2020-02-18;GARBAGE COLLECTIONS;19540;TDS LANDFILL;GARBAGE COLLECTION;PAT81;861760
2020-02-18;ORGANICS;9980;ORGANICS BY GOSH;YARD TRIMMINGS-ORGANICS;OT14;861843
2020-02-18;ORGANICS;6900;ORGANICS BY GOSH;YARD TRIMMINGS-ORGANICS;OBT00;861823
2020-02-18;BULK;2240;TDS LANDFILL;BULK;BU02;861805
2020-02-18;ORGANICS;14240;ORGANICS BY GOSH;YARD TRIMMINGS-ORGANICS;OT6;861802
2020-02-18;TIRES;2740;MRF;BULK;BU02;861830
2020-02-18;ORGANICS;10360;ORGANICS BY GOSH;YARD TRIMMINGS-ORGANICS;OT7;861809
2020-02-18;RECYCLING - SINGLE STREAM;10800;TDS - MRF;RECYCLING - SINGLE STREAM;RTAU53;861865
2020-02-18;BULK;10700;TDS LANDFILL;BULK;BU02;861824
2020-02-18;GARBAGE COLLECTIONS;25100;TDS LANDFILL;GARBAGE COLLECTION;PAT52;861879
2020-02-18;RECYCLING - SINGLE STREAM;8160;TDS - MRF;RECYCLING - SINGLE STREAM;RTAU10;861763
2020-02-18;RECYCLING - SINGLE STREAM;2040;TDS - MRF;RECYCLING - SINGLE STREAM;RTAU52;861864
2020-02-18;RECYCLING - SINGLE STREAM;9920;TDS - MRF;RECYCLING - SINGLE STREAM;RTAU53;861876
2020-02-18;GARBAGE COLLECTIONS;27080;TDS LANDFILL;GARBAGE COLLECTION;PAT53;861880
2020-02-18;ORGANICS;13880;ORGANICS BY GOSH;YARD TRIMMINGS-ORGANICS;OT10;861786
2020-02-18;GARBAGE COLLECTIONS;22400;TDS LANDFILL;GARBAGE COLLECTION;PAT74;861873
2020-02-18;BULK;5500;TDS LANDFILL;BULK;BU02;861821
2020-02-18;ORGANICS;7480;ORGANICS BY GOSH;YARD TRIMMINGS-ORGANICS;OT16;861846
2020-02-18;GARBAGE COLLECTIONS;22260;TDS LANDFILL;GARBAGE COLLECTION;PAT72;861870
2020-02-18;RECYCLING - SINGLE STREAM;13800;TDS - MRF;RECYCLING - SINGLE STREAM;RTAU51;861861
2020-02-18;GARBAGE COLLECTIONS;24120;TDS LANDFILL;GARBAGE COLLECTION;PAT54;861881
2020-02-18;GARBAGE COLLECTIONS;6180;TDS LANDFILL;GARBAGE COLLECTION;PAT81;861761
2020-02-18;BULK;9960;TDS LANDFILL;BULK;BU02;861820
2020-02-18;GARBAGE COLLECTIONS;5760;TDS LANDFILL;GARBAGE COLLECTION;PAT09;861780
2020-02-18;ORGANICS;7160;ORGANICS BY GOSH;YARD TRIMMINGS-ORGANICS;OT13;861841
2020-02-18;BULK;5100;TDS LANDFILL;BULK;BU02;861804
2020-02-18;ORGANICS;8080;ORGANICS BY GOSH;YARD TRIMMINGS-ORGANICS;OT2;861783
2020-02-18;DEAD ANIMAL;80;TDS LANDFILL;DEAD ANIMAL;DA01;861883
2020-02-18;BULK;5380;TDS LANDFILL;BULK;BU02;861835
2020-02-18;RECYCLING - SINGLE STREAM;3800;TDS - MRF;RECYCLING - SINGLE STREAM;RTAU53;861866
2020-02-18;GARBAGE COLLECTIONS;9140;TDS LANDFILL;GARBAGE COLLECTION;PT23;861795
2020-02-18;RECYCLING - SINGLE STREAM;13000;TDS - MRF;RECYCLING - SINGLE STREAM;RTAU12;861768
2020-02-18;RECYCLED METAL;150;AUSTIN IRON AND METAL;ON CALL BULK;OCPBU23;861850
2020-02-18;BULK;11700;TDS LANDFILL;BULK;BU02;861798
2020-02-18;BULK;5900;TDS LANDFILL;BULK;BU02;861812
2020-02-18;BULK;10520;TDS LANDFILL;BULK;BU02;861828
2020-02-18;GARBAGE COLLECTIONS;25180;TDS LANDFILL;GARBAGE COLLECTION;PAT70;861868
2020-02-18;RECYCLING - SINGLE STREAM;4020;TDS - MRF;RECYCLING - SINGLE STREAM;RTAU13;861772
2020-02-18;RECYCLING - SINGLE STREAM;11800;TDS - MRF;RECYCLING - SINGLE STREAM;RTAU14;861775
2020-02-18;BULK;10760;TDS LANDFILL;BULK;BU02;861817
2020-02-18;GARBAGE COLLECTIONS;8860;TDS LANDFILL;GARBAGE COLLECTION;PAT79;861874
2020-02-18;GARBAGE COLLECTIONS;25220;TDS LANDFILL;GARBAGE COLLECTION;PAT50;861853
2020-02-18;ORGANICS;9560;ORGANICS BY GOSH;YARD TRIMMINGS-ORGANICS;OT11;861788
2020-02-18;RECYCLING - SINGLE STREAM;10660;TDS - MRF;RECYCLING - SINGLE STREAM;RTAU50;861858
2020-02-18;BULK;3920;TDS LANDFILL;BULK;BU02;861825
2020-02-18;BULK;13120;TDS LANDFILL;BULK;BU02;861810
2020-02-18;GARBAGE COLLECTIONS;17820;TDS LANDFILL;GARBAGE COLLECTION;PAT84;861779
2020-02-18;RECYCLING - SINGLE STREAM;2660;TDS - MRF;RECYCLING - SINGLE STREAM;RTAU14;861776
2020-02-18;ORGANICS;16360;ORGANICS BY GOSH;YARD TRIMMINGS-ORGANICS;OT3;861787
2020-02-18;BULK;4340;TDS LANDFILL;ON CALL BULK;OCPBU23;861849
2020-02-18;BULK;2560;TDS LANDFILL;BULK;BU02;861838
2020-02-18;BULK;5580;TDS LANDFILL;BULK;BU02;861794
2020-02-18;ORGANICS;4720;ORGANICS BY GOSH;YARD TRIMMINGS-ORGANICS;OT18;861848
2020-02-18;GARBAGE COLLECTIONS;25760;TDS LANDFILL;GARBAGE COLLECTION;PAT03;861774
2020-02-18;RECYCLING - SINGLE STREAM;11720;TDS - MRF;RECYCLING - SINGLE STREAM;RTAU10;861762
2020-02-18;ORGANICS;9640;ORGANICS BY GOSH;YARD TRIMMINGS-ORGANICS;OT12;861789
2020-02-18;BULK;3440;TDS LANDFILL;ON CALL BULK;OCPBU09;861836
2020-02-18;RECYCLING - SINGLE STREAM;2520;TDS - MRF;RECYCLING - SINGLE STREAM;RTAU11;861765
2020-02-18;GARBAGE COLLECTIONS;7680;TDS LANDFILL;GARBAGE COLLECTION;PAT87;861781
2020-02-18;GARBAGE COLLECTIONS;18820;TDS LANDFILL;GARBAGE COLLECTION;PAT83;861770
2020-02-18;RECYCLING - SINGLE STREAM;14920;TDS - MRF;RECYCLING - SINGLE STREAM;RTAU20;861966
2020-02-18;RECYCLING - SINGLE STREAM;13560;TDS - MRF;RECYCLING - SINGLE STREAM;RTAS33;862073
2020-02-18;SWEEPING;;GREAT NORTHERN;STREET CLEANING-RESIDENTIAL;S10-24;862026
2020-02-18;SWEEPING;;ON ROUTE HIGH DUMP;STREET CLEANING-RESIDENTIAL;S10-18;862018
2020-02-18;SWEEPING;;ONION CREEK;STREET CLEANING-RESIDENTIAL;S10-18;862003
2020-02-18;RECYCLING - SINGLE STREAM;2440;TDS - MRF;RECYCLING - SINGLE STREAM;RTAS35;862079
2020-02-18;SWEEPING;;ONION CREEK;STREET CLEANING-RESIDENTIAL;S10-6;862023
2020-02-18;SWEEPING;;GREAT NORTHERN;STREET CLEANING-RESIDENTIAL;S10-5;861998
2020-02-18;SWEEPING;;ONION CREEK;STREET CLEANING-RESIDENTIAL;S10-6;862022
2020-02-18;SWEEPING;6200;TDS LANDFILL;SWEEPER DUMPSITES;DSS04;861994
2020-02-18;SWEEPING;;GREAT NORTHERN;STREET CLEANING-RESIDENTIAL;S10-24;862024
2020-02-18;RECYCLING - SINGLE STREAM;17320;TDS - MRF;RECYCLING - SINGLE STREAM;RTAS33;862072
2020-02-18;RECYCLING - SINGLE STREAM;9360;TDS - MRF;RECYCLING - SINGLE STREAM;RTAS35;862078
2020-02-18;SWEEPING;;ONION CREEK;STREET CLEANING-RESIDENTIAL;S10-27;862012
2020-02-18;SWEEPING;;ONION CREEK;STREET CLEANING-RESIDENTIAL;S10-18;862021
2020-02-18;RECYCLING - SINGLE STREAM;11600;TDS - MRF;RECYCLING - SINGLE STREAM;RTAS34;862076
2020-02-18;SWEEPING;;ON ROUTE HIGH DUMP;STREET CLEANING-RESIDENTIAL;S10-18;862017
2020-02-18;ORGANICS;1300;ORGANICS BY GOSH;YARD TRIMMINGS-ORGANICS;OBT00;862102
2020-02-18;GARBAGE COLLECTIONS;21640;TDS LANDFILL;GARBAGE COLLECTION;PAT62;861932
2020-02-18;SWEEPING;;GREAT NORTHERN;STREET CLEANING-RESIDENTIAL;S10-24;862025
2020-02-18;GARBAGE COLLECTIONS;21660;TDS LANDFILL;GARBAGE COLLECTION;PAT64;861938
2020-02-18;SWEEPING;4580;TDS LANDFILL;SWEEPER DUMPSITES;DSS04;861982
2020-02-18;RECYCLING - SINGLE STREAM;13540;TDS - MRF;RECYCLING - SINGLE STREAM;RTAU21;861971
2020-02-18;SWEEPING;;GREAT NORTHERN;STREET CLEANING-RESIDENTIAL;S10-22;862014
2020-02-18;GARBAGE COLLECTIONS;20720;TDS LANDFILL;GARBAGE COLLECTION;PAT61;861929
2020-02-18;GARBAGE COLLECTIONS;18160;TDS LANDFILL;GARBAGE COLLECTION;PAT63;861936
2020-02-18;RECYCLING - SINGLE STREAM;10840;TDS - MRF;RECYCLING - SINGLE STREAM;RTAU22;861981
2020-02-18;SWEEPING;17460;TDS LANDFILL;SWEEPER DUMPSITES;DSS04;861990
2020-02-18;SWEEPING;;ON ROUTE HIGH DUMP;STREET CLEANING-RESIDENTIAL;S10-18;862000
2020-02-18;RECYCLING - SINGLE STREAM;10680;TDS - MRF;RECYCLING - SINGLE STREAM;RTAU20;861965
2020-02-18;GARBAGE COLLECTIONS;9740;TDS LANDFILL;GARBAGE COLLECTION;PAT69;861942
2020-02-18;SWEEPING;;ON ROUTE HIGH DUMP;STREET CLEANING-RESIDENTIAL;S10-18;862019
2020-02-18;SWEEPING;;ON ROUTE HIGH DUMP;STREET CLEANING-RESIDENTIAL;S10-18;862002
2020-02-18;RECYCLING - SINGLE STREAM;12700;TDS - MRF;RECYCLING - SINGLE STREAM;RTAU23;861985
2020-02-18;SWEEPING;10900;TDS LANDFILL;SWEEPER DUMPSITES;DSS04;861980
2020-02-18;RECYCLING - SINGLE STREAM;12320;TDS - MRF;RECYCLING - SINGLE STREAM;RTAU21;861975
2020-02-18;GARBAGE COLLECTIONS;16720;TDS LANDFILL;GARBAGE COLLECTION;PAT60;861927
2020-02-18;SWEEPING;;ONION CREEK;STREET CLEANING-RESIDENTIAL;S10-9;862016
2020-02-18;SWEEPING;;ON ROUTE HIGH DUMP;STREET CLEANING-RESIDENTIAL;S10-27;862011
2020-02-18;SWEEPING;;ON ROUTE HIGH DUMP;STREET CLEANING-RESIDENTIAL;S10-18;862020
2020-02-18;SWEEPING;;ON ROUTE HIGH DUMP;STREET CLEANING-RESIDENTIAL;S10-21;862006
2020-02-18;SWEEPING;;GREAT NORTHERN;STREET CLEANING-RESIDENTIAL;S10-5;861996
2020-02-18;SWEEPING;;ON ROUTE HIGH DUMP;STREET CLEANING-RESIDENTIAL;S10-21;862005
2020-02-18;SWEEPING;;GREAT NORTHERN;STREET CLEANING-RESIDENTIAL;S10-22;862015
2020-02-18;SWEEPING;;ONION CREEK;STREET CLEANING-RESIDENTIAL;S10-24;862027
2020-02-18;RECYCLING - SINGLE STREAM;17200;TDS - MRF;RECYCLING - SINGLE STREAM;RTAS34;862074
2020-02-17;BULK;8480;TDS LANDFILL;BULK;BU02;861698
2020-02-17;YARD TRIMMING;15920;HORNSBY BEND;YARD TRIMMINGS;YM01;861487
2020-02-17;ORGANICS;4080;ORGANICS BY GOSH;YARD TRIMMINGS-ORGANICS;0BM00;861502
2020-02-17;ORGANICS;9380;ORGANICS BY GOSH;YARD TRIMMINGS-ORGANICS;OM11;861557
2020-02-17;BRUSH;9480;HORNSBY BEND;BRUSH;BR18;861515
2020-02-17;YARD TRIMMING;8920;HORNSBY BEND;YARD TRIMMINGS;YM04;861482
2020-02-17;GARBAGE COLLECTIONS;18360;TDS LANDFILL;GARBAGE COLLECTION;PAM74;861552
2020-02-17;GARBAGE COLLECTIONS;26140;TDS LANDFILL;GARBAGE COLLECTION;PAM70;861543
2020-02-17;BRUSH;7900;HORNSBY BEND;BRUSH;BR18;861521
2020-02-17;GARBAGE COLLECTIONS;18860;TDS LANDFILL;GARBAGE COLLECTION;PAM71;861545
2020-02-17;BRUSH;9820;HORNSBY BEND;BRUSH;BR18;861524
2020-02-17;GARBAGE COLLECTIONS;17280;TDS LANDFILL;GARBAGE COLLECTION;PAM73;861549
2020-02-17;GARBAGE COLLECTIONS;21880;TDS LANDFILL;GARBAGE COLLECTION;PAM75;861553
2020-02-17;GARBAGE COLLECTIONS;19640;TDS LANDFILL;GARBAGE COLLECTION;PAM72;861547
2020-02-17;RECYCLING - SINGLE STREAM;11440;TDS - MRF;RECYCLING - SINGLE STREAM;RMAU53;861541
2020-02-17;GARBAGE COLLECTIONS;10280;TDS LANDFILL;GARBAGE COLLECTION;PAM79;861555
2020-02-17;BRUSH;4580;HORNSBY BEND;BRUSH;BR18;861523
2020-02-17;RECYCLING - SINGLE STREAM;6760;TDS - MRF;RECYCLING - SINGLE STREAM;RMBU52;861540
2020-02-17;GARBAGE COLLECTIONS;14960;TDS LANDFILL;GARBAGE COLLECTION;PAM73;861550
2020-02-17;RECYCLING - SINGLE STREAM;11940;TDS - MRF;RECYCLING - SINGLE STREAM;RMAU50;861534
2020-02-17;RECYCLING - SINGLE STREAM;11880;TDS - MRF;RECYCLING - SINGLE STREAM;RMBU52;861539
2020-02-17;GARBAGE COLLECTIONS;19240;TDS LANDFILL;GARBAGE COLLECTION;PAM71;861546
2020-02-17;GARBAGE COLLECTIONS;7520;TDS LANDFILL;GARBAGE COLLECTION;PAM75;861554
2020-02-17;RECYCLING - SINGLE STREAM;11640;BALCONES RECYCLING;RECYCLING - SINGLE STREAM;RMAU51;861536
2020-02-17;RECYCLING - SINGLE STREAM;10120;TDS - MRF;RECYCLING - SINGLE STREAM;RMAU52;861538
2020-02-17;YARD TRIMMING;16960;HORNSBY BEND;YARD TRIMMINGS;YM03;861503
2020-02-17;RECYCLING - SINGLE STREAM;7740;TDS - MRF;RECYCLING - SINGLE STREAM;RMAU53;861542
2020-02-17;BRUSH;10300;HORNSBY BEND;BRUSH;BR18;861522
2020-02-17;BRUSH;9340;HORNSBY BEND;BRUSH;BR18;861519
2020-02-17;GARBAGE COLLECTIONS;11600;TDS LANDFILL;GARBAGE COLLECTION;PAM72;861548
2020-02-17;YARD TRIMMING;6840;HORNSBY BEND;YARD TRIMMINGS;YM06;861485
2020-02-17;ORGANICS;7700;ORGANICS BY GOSH;YARD TRIMMINGS-ORGANICS;OM12;861558
2020-02-17;ORGANICS;11100;ORGANICS BY GOSH;YARD TRIMMINGS-ORGANICS;OM13;861559
2020-02-17;BRUSH;13100;HORNSBY BEND;BRUSH;BR18;861520
2020-02-17;RECYCLING - SINGLE STREAM;7320;TDS - MRF;RECYCLING - SINGLE STREAM;RMAU50;861535
2020-02-17;GARBAGE COLLECTIONS;19200;TDS LANDFILL;GARBAGE COLLECTION;PAM70;861544
2020-02-17;RECYCLING - SINGLE STREAM;10040;TDS - MRF;RECYCLING - SINGLE STREAM;RMAU51;861537
2020-02-17;ORGANICS;12380;ORGANICS BY GOSH;YARD TRIMMINGS-ORGANICS;OM10;861556
2020-02-17;YARD TRIMMING;14100;HORNSBY BEND;YARD TRIMMINGS;YM02;861499
2020-02-17;YARD TRIMMING;12520;HORNSBY BEND;YARD TRIMMINGS;YM05;861488
2020-02-17;GARBAGE COLLECTIONS;24520;TDS LANDFILL;GARBAGE COLLECTION;PAM74;861551
2020-02-17;BRUSH;6360;HORNSBY BEND;BRUSH;BR18;861518
2020-02-17;BRUSH;7660;HORNSBY BEND;BRUSH;BR18;861517
2020-02-17;GARBAGE COLLECTIONS;16980;TDS LANDFILL;GARBAGE COLLECTION;PAM02;861686
2020-02-17;SWEEPING;;ON ROUTE HIGH DUMP;STREET CLEANING-RESIDENTIAL;S10-4;861650
2020-02-17;GARBAGE COLLECTIONS;2060;TDS LANDFILL;GARBAGE COLLECTION;PAM09;861700
2020-02-17;RECYCLING - SINGLE STREAM;17280;TDS - MRF;RECYCLING - SINGLE STREAM;RMAS34;861604
2020-02-17;GARBAGE COLLECTIONS;18340;TDS LANDFILL;GARBAGE COLLECTION;PM21;861586
2020-02-17;SWEEPING;;ONION CREEK;STREET CLEANING-RESIDENTIAL;S10-4;861651
2020-02-17;SWEEPING;12740;TDS LANDFILL;SWEEPER DUMPSITES;DSS04;861645
2020-02-17;GARBAGE COLLECTIONS;12920;TDS LANDFILL;GARBAGE COLLECTION;PAM50;861602
2020-02-17;BULK;11060;TDS LANDFILL;BULK;BU02;861708
2020-02-17;RECYCLING - SINGLE STREAM;15560;TDS - MRF;RECYCLING - SINGLE STREAM;RMAS34;861600
2020-02-17;GARBAGE COLLECTIONS;20860;TDS LANDFILL;GARBAGE COLLECTION;PAM53;861641
2020-02-17;GARBAGE COLLECTIONS;24140;TDS LANDFILL;GARBAGE COLLECTION;PAM84;861721
2020-02-17;GARBAGE COLLECTIONS;15620;TDS LANDFILL;GARBAGE COLLECTION;PAM54;861643
2020-02-17;SWEEPING;;ON ROUTE HIGH DUMP;STREET CLEANING-RESIDENTIAL;S10-8;861655
